City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description,Rain (last 3 hrs),Snow (last 3 hrs)
210,Harboore,DK,2020-04-19 19:06:09,56.62,8.18,48.99,80,0,11.77,clear sky,0,0
211,Mangrol,IN,2020-04-19 19:06:10,21.12,70.12,81.3,63,26,12.41,scattered clouds,0,0
212,San Patricio,MX,2020-04-19 19:02:47,19.22,-104.7,78.8,69,5,11.41,clear sky,0,0
213,Marsh Harbour,BS,2020-04-19 19:05:16,26.54,-77.06,81.25,74,20,13.56,few clouds,0,0
214,Narsaq,GL,2020-04-19 19:06:11,60.92,-46.05,32.0,87,20,4.7,few clouds,0,0
215,Albox,ES,2020-04-19 19:06:12,37.39,-2.15,60.01,76,93,11.01,light rain,0,0
216,Mikhaylovka,RU,2020-04-19 19:06:13,50.06,43.24,42.62,72,86,4.52,light rain,0,0
217,Manta,EC,2020-04-19 19:06:14,-0.95,-80.73,84.2,58,40,11.41,scattered clouds,0,0
218,Constitucion,CL,2020-04-19 19:06:16,-35.33,-72.42,68.11,41,57,17.36,broken clouds,0,0
219,Pevek,RU,2020-04-19 19:06:16,69.7,170.31,4.23,94,100,5.55,light snow,0,0
220,Gillette,US,2020-04-19 19:03:27,44.29,-105.5,46.99,81,20,10.29,light rain,0,0
221,Kailua,US,2020-04-19 19:05:42,21.4,-157.74,80.6,57,75,6.29,broken clouds,0,0
222,Butaritari,KI,2020-04-19 19:02:28,3.07,172.79,83.07,75,14,12.5,light rain,0,0
223,Kuala Terengganu,MY,2020-04-19 19:06:20,5.33,103.14,82.4,88,40,2.24,scattered clouds,0,0
224,Kloulklubed,PW,2020-04-19 19:06:22,7.04,134.26,78.8,94,75,3.36,broken clouds,0,0
225,Tha Mai,TH,2020-04-19 19:06:22,12.62,102.0,82.0,88,2,3.36,clear sky,0,0
226,Palembang,ID,2020-04-19 19:06:23,-2.92,104.75,76.06,95,84,0.45,broken clouds,0,0
227,Bumba,CD,2020-04-19 19:06:24,2.18,22.47,74.26,83,95,3.83,light rain,0,0
228,East London,ZA,2020-04-19 19:04:23,-33.02,27.91,77.58,64,8,18.14,clear sky,0,0
229,Rundu,NA,2020-04-19 19:06:25,-17.93,19.77,69.8,88,96,2.24,overcast clouds,0,0
230,Mar Del Plata,AR,2020-04-19 18:58:49,-38.0,-57.56,77.0,57,2,16.11,clear sky,0,0
231,Ludza,LV,2020-04-19 19:06:26,56.55,27.72,34.63,81,67,7.31,broken clouds,0,0
232,Victoria,HK,2020-04-19 19:05:53,22.29,114.16,75.99,88,45,5.01,scattered clouds,0,0
233,Santa Vitoria Do Palmar,BR,2020-04-19 19:06:28,-33.52,-53.37,72.48,63,0,8.57,clear sky,0,0
234,Waipawa,NZ,2020-04-19 19:06:30,-41.41,175.52,55.0,72,52,14.03,broken clouds,0,0
235,Tura,IN,2020-04-19 19:06:31,25.52,90.22,71.31,81,21,5.06,light rain,0,0
236,Sistranda,NO,2020-04-19 19:06:32,63.73,8.83,42.8,81,40,9.17,scattered clouds,0,0
237,Awjilah,LY,2020-04-19 19:06:32,29.11,21.29,76.73,18,9,7.52,clear sky,0,0
238,Kawalu,ID,2020-04-19 19:06:33,-7.38,108.21,74.73,78,100,1.25,overcast clouds,0,0
239,San Francisco,US,2020-04-19 19:02:04,37.77,-122.42,60.01,58,75,8.05,broken clouds,0,0
240,Bubaque,GW,2020-04-19 19:06:02,11.28,-15.83,77.9,71,75,17.0,broken clouds,0,0
241,Wiarton,CA,2020-04-19 19:06:36,44.74,-81.13,42.01,93,75,13.87,broken clouds,0,0
242,Saint-Pierre,RE,2020-04-19 19:04:54,-21.34,55.48,73.4,78,25,10.29,light rain,0,0
243,Hede,CN,2020-04-19 19:06:37,33.77,120.25,49.53,90,48,9.22,scattered clouds,0,0
244,Chuy,UY,2020-04-19 19:02:39,-33.7,-53.46,72.5,63,0,8.7,clear sky,0,0
245,Chernyshevskiy,RU,2020-04-19 19:06:38,63.01,112.47,10.4,92,39,3.13,scattered clouds,0,0
246,Saryg-Sep,RU,2020-04-19 19:06:39,51.5,95.6,37.45,50,0,2.98,clear sky,0,0
247,Acapulco,MX,2020-04-19 19:02:00,16.86,-99.89,84.2,70,20,5.82,few clouds,0,0
248,Saint-Ambroise,CA,2020-04-19 19:06:40,48.55,-71.33,42.01,86,100,1.01,light rain,0,0
249,Ust-Kuyga,RU,2020-04-19 19:06:40,70.02,135.6,4.71,92,98,7.16,overcast clouds,0,0
